"";"First.Object";"Second.Object";"similaridade"
"530";"cd.[7350]";"cd.[8473]";1
"531";"cd.[11423]";"cd.[11538]";0,931250005960464
"532";"cd.[7288]";"cd.[7483]";1
"533";"cd.[10938]";"cd.[11125]";1
"534";"cd.[104620]";"cd.[108430]";0,717857137322426
"535";"cd.[2366]";"cd.[2367]";0,902222216129303
"536";"cd.[6925]";"cd.[6926]";0,988888904452324
"537";"cd.[6506]";"cd.[6952]";0,952380955219269
"538";"cd.[105179]";"cd.[107116]";0,744459703564644
"539";"cd.[7201]";"cd.[8536]";1
"540";"cd.[109296]";"cd.[109299]";0,923573672771454
"541";"cd.[102835]";"cd.[105958]";0,764814823865891
"542";"cd.[108059]";"cd.[108956]";0,808139532804489
"543";"cd.[6102]";"cd.[9115]";1
"544";"cd.[7525]";"cd.[8995]";0,90625
"545";"cd.[6771]";"cd.[8507]";1
"546";"cd.[8609]";"cd.[9130]";1
"547";"cd.[4843]";"cd.[8794]";1
"548";"cd.[7346]";"cd.[7719]";1
"549";"cd.[4851]";"cd.[7708]";1
"550";"cd.[105779]";"cd.[107049]";0,801724135875702
"551";"cd.[5185]";"cd.[7072]";1
"552";"cd.[106206]";"cd.[107125]";0,736890837550163
"553";"cd.[103853]";"cd.[107581]";0,739166676998138
"554";"cd.[108771]";"cd.[108962]";0,751785710453987
"555";"cd.[108797]";"cd.[108932]";0,710416659712791
"556";"cd.[10320]";"cd.[7581]";0,927222236990929
"557";"cd.[7898]";"cd.[8422]";0,988888904452324
"558";"cd.[105590]";"cd.[109716]";0,759210526943207
"559";"cd.[104734]";"cd.[105358]";0,723823517560959
"560";"cd.[105358]";"cd.[105700]";0,712878778576851
"561";"cd.[104734]";"cd.[105700]";0,733823522925377
"562";"cd.[6272]";"cd.[7460]";1
"563";"cd.[104495]";"cd.[106383]";0,718141034245491
"564";"cd.[105374]";"cd.[107336]";0,790530294179916
"565";"cd.[8043]";"cd.[8234]";1
"566";"cd.[109274]";"cd.[109278]";0,788516864180565
"567";"cd.[11150]";"cd.[8901]";1
"568";"cd.[9421]";"cd.[9489]";1
"569";"cd.[101457]";"cd.[108188]";0,746527791023254
"570";"cd.[9327]";"cd.[9412]";1
"571";"cd.[6740]";"cd.[9193]";0,993750005960464
"572";"cd.[10000]";"cd.[8664]";0,96875
"573";"cd.[103719]";"cd.[107550]";0,767857149243355
"574";"cd.[7361]";"cd.[7750]";1
"575";"cd.[8265]";"cd.[9149]";1
"576";"cd.[6992]";"cd.[7802]";0,895833343267441
"577";"cd.[8311]";"cd.[8312]";1
"578";"cd.[109476]";"cd.[109545]";0,732427552342415
"579";"cd.[8344]";"cd.[9229]";0,991666674613953
"580";"cd.[4358]";"cd.[6398]";0,869047611951828
"581";"cd.[8364]";"cd.[8526]";0,982142850756645
"582";"cd.[2823]";"cd.[4684]";0,960526317358017
"583";"cd.[6919]";"cd.[8060]";0,974999994039536
"584";"cd.[3539]";"cd.[4190]";1
"585";"cd.[4348]";"cd.[7170]";0,912771731615067
"586";"cd.[8668]";"cd.[8843]";1
"587";"cd.[106028]";"cd.[106211]";0,766666665673256
"588";"cd.[3356]";"cd.[6955]";1
"589";"cd.[102881]";"cd.[108491]";0,716366365551949
"590";"cd.[3792]";"cd.[8891]";0,929166674613953
"591";"cd.[4145]";"cd.[4886]";0,99285714328289
"592";"cd.[4184]";"cd.[6950]";0,931250005960464
"593";"cd.[3529]";"cd.[4114]";1
"594";"cd.[5776]";"cd.[9008]";1
"595";"cd.[101983]";"cd.[108733]";0,761904761195183
"596";"cd.[3383]";"cd.[6969]";0,933333337306976
"597";"cd.[2406]";"cd.[7291]";1
"598";"cd.[100960]";"cd.[103952]";0,795357137918472
"599";"cd.[1818]";"cd.[7075]";0,907291665673256
"600";"cd.[103731]";"cd.[104112]";0,794722229242325
"601";"cd.[102446]";"cd.[103731]";0,785252526402473
"602";"cd.[102446]";"cd.[104112]";0,777676776051521
"603";"cd.[4292]";"cd.[8795]";1
"604";"cd.[102542]";"cd.[103492]";0,766354724764824
"605";"cd.[102424]";"cd.[107480]";0,809583336114883
"606";"cd.[105538]";"cd.[105923]";0,714880958199501
"607";"cd.[105701]";"cd.[105923]";0,735085234045982
"608";"cd.[105538]";"cd.[105701]";0,776839822530746
"609";"cd.[2577]";"cd.[2581]";1
"610";"cd.[4481]";"cd.[6716]";1
"611";"cd.[104321]";"cd.[109639]";0,783333331346512
"612";"cd.[102118]";"cd.[108875]";0,712500005960464
"613";"cd.[100170]";"cd.[100358]";0,983333334326744
"614";"cd.[10293]";"cd.[7599]";0,850757569074631
"615";"cd.[100198]";"cd.[106489]";1
"616";"cd.[10253]";"cd.[10368]";1
"617";"cd.[109241]";"cd.[109438]";0,862367019057274
"618";"cd.[103548]";"cd.[104072]";0,741561636328697
"619";"cd.[100732]";"cd.[103846]";0,720555543899536
"620";"cd.[104823]";"cd.[108894]";0,760185167193413
"621";"cd.[102826]";"cd.[105175]";0,750877186655998
"622";"cd.[105723]";"cd.[107973]";1
"623";"cd.[9713]";"cd.[9738]";1
"624";"cd.[11455]";"cd.[5289]";0,941176474094391
"625";"cd.[10061]";"cd.[3517]";0,986111104488373
"626";"cd.[7134]";"cd.[9695]";1
"627";"cd.[10578]";"cd.[10628]";0,868749991059303
"628";"cd.[10578]";"cd.[109189]";0,796990737318993
"629";"cd.[10628]";"cd.[109189]";0,772770464420319
"630";"cd.[102394]";"cd.[109139]";0,721674874424934
"631";"cd.[102390]";"cd.[109139]";0,730295568704605
"632";"cd.[102390]";"cd.[102394]";0,801071420311928
"633";"cd.[101377]";"cd.[101414]";0,806122452020645
"634";"cd.[5394]";"cd.[5418]";1
"635";"cd.[102193]";"cd.[105236]";0,764583334326744
"636";"cd.[4613]";"cd.[6116]";0,976630434393883
"637";"cd.[8778]";"cd.[9060]";1
"638";"cd.[100240]";"cd.[100452]";0,738139539957047
"639";"cd.[10107]";"cd.[7341]";1
"640";"cd.[2188]";"cd.[8063]";0,989999994635582
"641";"cd.[4563]";"cd.[5122]";0,904166653752327
"642";"cd.[103278]";"cd.[107044]";0,732275143265724
"643";"cd.[10983]";"cd.[11174]";0,923232331871986
"644";"cd.[108908]";"cd.[109258]";0,733333334326744
"645";"cd.[7404]";"cd.[7405]";1
"646";"cd.[2317]";"cd.[4988]";0,950000002980232
"647";"cd.[2957]";"cd.[3106]";1
"648";"cd.[106421]";"cd.[109222]";0,736363634467125
"649";"cd.[101931]";"cd.[105268]";0,74230769276619
"650";"cd.[9588]";"cd.[9811]";1
"651";"cd.[4709]";"cd.[4710]";0,84375
"652";"cd.[7344]";"cd.[8291]";0,947368413209915
"653";"cd.[6547]";"cd.[6741]";0,982142850756645
"654";"cd.[5574]";"cd.[7562]";0,962500005960464
"655";"cd.[4975]";"cd.[5889]";0,972222218910853
"656";"cd.[5577]";"cd.[8990]";0,989583333333333
"657";"cd.[3475]";"cd.[8592]";0,970370382070541
"658";"cd.[8224]";"cd.[8754]";1
"659";"cd.[4179]";"cd.[4732]";0,948148151238759
"660";"cd.[4179]";"cd.[4911]";0,948148151238759
"661";"cd.[4732]";"cd.[4911]";1
"662";"cd.[6811]";"cd.[7429]";0,929951707522074
"663";"cd.[6339]";"cd.[7517]";1
"664";"cd.[7852]";"cd.[8029]";1
"665";"cd.[10383]";"cd.[7852]";1
"666";"cd.[10230]";"cd.[7852]";0,966666678587596
"667";"cd.[6858]";"cd.[7852]";0,933333337306976
"668";"cd.[10383]";"cd.[8029]";1
"669";"cd.[10230]";"cd.[8029]";0,966666678587596
"670";"cd.[6858]";"cd.[8029]";0,933333337306976
"671";"cd.[10230]";"cd.[10383]";0,966666678587596
"672";"cd.[10383]";"cd.[6858]";0,933333337306976
"673";"cd.[10230]";"cd.[6858]";0,944444457689921
"674";"cd.[10064]";"cd.[2819]";1
"675";"cd.[6314]";"cd.[8464]";0,946224252382914
"676";"cd.[4291]";"cd.[4905]";1
"677";"cd.[6722]";"cd.[7707]";1
"678";"cd.[3722]";"cd.[8453]";1
"679";"cd.[6719]";"cd.[8453]";1
"680";"cd.[3722]";"cd.[6719]";1
"681";"cd.[6413]";"cd.[7975]";0,955555558204651
"682";"cd.[7606]";"cd.[8538]";1
"683";"cd.[7671]";"cd.[8759]";1
"684";"cd.[5360]";"cd.[8430]";0,904084811607997
"685";"cd.[7540]";"cd.[7542]";0,842576026916504
"686";"cd.[7542]";"cd.[8823]";0,895348836978277
"687";"cd.[7540]";"cd.[8823]";0,916387955347697
"688";"cd.[7920]";"cd.[8494]";0,943518539269765
"689";"cd.[6382]";"cd.[7920]";0,958333333333333
"690";"cd.[6382]";"cd.[8494]";0,985185205936432
"691";"cd.[7794]";"cd.[8890]";0,953282833099365
"692";"cd.[8890]";"cd.[9063]";0,968253970146179
"693";"cd.[6802]";"cd.[8890]";0,968253970146179
"694";"cd.[7794]";"cd.[9063]";0,921825399001439
"695";"cd.[6802]";"cd.[7794]";0,921825399001439
"696";"cd.[6802]";"cd.[9063]";1
"697";"cd.[9348]";"cd.[9485]";1
"698";"cd.[5477]";"cd.[9076]";0,988888889551163
"699";"cd.[5477]";"cd.[8368]";0,977777779102325
"700";"cd.[8368]";"cd.[9076]";0,988888889551163
"701";"cd.[5664]";"cd.[8717]";1
"702";"cd.[4419]";"cd.[7644]";0,989583333333333
"703";"cd.[102361]";"cd.[103634]";0,967741926511129
"704";"cd.[5731]";"cd.[8779]";1
"705";"cd.[7123]";"cd.[9038]";0,973684211572011
"706";"cd.[7980]";"cd.[9790]";0,975297639767329
"707";"cd.[7604]";"cd.[9790]";0,911970903476079
"708";"cd.[7604]";"cd.[7980]";0,936673283576965
"709";"cd.[4441]";"cd.[8151]";0,935314685106277
"710";"cd.[3670]";"cd.[4441]";0,957427541414897
"711";"cd.[4441]";"cd.[7515]";1
"712";"cd.[3670]";"cd.[8151]";0,900932401418686
"713";"cd.[7515]";"cd.[8151]";0,935314685106277
"714";"cd.[3670]";"cd.[7515]";0,957427541414897
"715";"cd.[7161]";"cd.[8131]";0,972222208976746
"716";"cd.[2813]";"cd.[3155]";0,96984127163887
"717";"cd.[7061]";"cd.[7469]";1
"718";"cd.[5835]";"cd.[9278]";1
"719";"cd.[5921]";"cd.[8423]";1
"720";"cd.[5988]";"cd.[8859]";1
"721";"cd.[6358]";"cd.[9694]";0,97051281730334
"722";"cd.[5010]";"cd.[5205]";0,959795325994492
"723";"cd.[2440]";"cd.[5443]";1
"724";"cd.[2781]";"cd.[9669]";1
"725";"cd.[4508]";"cd.[9662]";1
"726";"cd.[5025]";"cd.[9863]";0,903571426868439
"727";"cd.[8114]";"cd.[8659]";1
"728";"cd.[4297]";"cd.[4306]";1
"729";"cd.[4297]";"cd.[8636]";1
"730";"cd.[4306]";"cd.[8636]";1
"731";"cd.[1838]";"cd.[7934]";0,920634925365448
"732";"cd.[8274]";"cd.[8805]";1
"733";"cd.[8630]";"cd.[8805]";0,887766549984614
"734";"cd.[8274]";"cd.[8630]";0,887766549984614
"735";"cd.[2807]";"cd.[7064]";1
"736";"cd.[6316]";"cd.[7311]";1
"737";"cd.[4490]";"cd.[7121]";0,88888888557752
"738";"cd.[7363]";"cd.[8118]";0,984848479429881
"739";"cd.[6922]";"cd.[9161]";0,936363637447357
"740";"cd.[9614]";"cd.[9678]";1
"741";"cd.[3159]";"cd.[9969]";0,996527781089147
"742";"cd.[3678]";"cd.[4266]";1
"743";"cd.[4266]";"cd.[6690]";1
"744";"cd.[3678]";"cd.[6690]";1
"745";"cd.[8919]";"cd.[9083]";1
"746";"cd.[7859]";"cd.[9798]";0,987179487943649
"747";"cd.[7037]";"cd.[7237]";0,92604715625445
"748";"cd.[11530]";"cd.[5099]";1
"749";"cd.[8260]";"cd.[8445]";0,927876989046733
"750";"cd.[6944]";"cd.[7731]";0,943650801976522
"751";"cd.[7731]";"cd.[9868]";0,774955928325653
"752";"cd.[6944]";"cd.[9868]";0,988095233837763
"753";"cd.[10361]";"cd.[6761]";0,879629621903102
"754";"cd.[5426]";"cd.[6761]";0,849999994039536
"755";"cd.[6761]";"cd.[7869]";0,849999994039536
"756";"cd.[10361]";"cd.[5426]";0,970370372136434
"757";"cd.[10361]";"cd.[7869]";0,970370372136434
"758";"cd.[5426]";"cd.[7869]";1
"759";"cd.[5324]";"cd.[7847]";1
"760";"cd.[10301]";"cd.[6246]";0,976190477609634
"761";"cd.[4178]";"cd.[7199]";1
"762";"cd.[5238]";"cd.[8297]";0,932284384965897
"763";"cd.[6663]";"cd.[6665]";0,984848479429881
"764";"cd.[6756]";"cd.[8537]";0,948095212380091
"765";"cd.[4895]";"cd.[9209]";0,976190477609634
"766";"cd.[10652]";"cd.[9640]";1
"767";"cd.[7192]";"cd.[7778]";1
"768";"cd.[5912]";"cd.[8949]";1
"769";"cd.[7918]";"cd.[9172]";1
"770";"cd.[10449]";"cd.[6162]";1
"771";"cd.[2571]";"cd.[9019]";1
"772";"cd.[3931]";"cd.[5754]";1
"773";"cd.[6568]";"cd.[9557]";1
"774";"cd.[6737]";"cd.[7722]";1
"775";"cd.[3757]";"cd.[6377]";0,876160393158595
"776";"cd.[4384]";"cd.[5657]";1
"777";"cd.[2427]";"cd.[8640]";0,964144736528397
"778";"cd.[7622]";"cd.[8349]";0,958683470884959
"779";"cd.[2252]";"cd.[4733]";1
"780";"cd.[7008]";"cd.[8831]";1
"781";"cd.[4586]";"cd.[7633]";0,951515138149261
"782";"cd.[100810]";"cd.[105094]";0,869047621885935
"783";"cd.[10240]";"cd.[7367]";0,988888889551163
"784";"cd.[3192]";"cd.[7923]";0,98333332935969
"785";"cd.[4395]";"cd.[8725]";0,970370372136434
"786";"cd.[6948]";"cd.[7365]";0,963293651739756
"787";"cd.[7350]";"cd.[8473]";1
"788";"cd.[7288]";"cd.[7483]";1
"789";"cd.[10938]";"cd.[11125]";1
"790";"cd.[2366]";"cd.[2367]";0,897407392660777
"791";"cd.[6925]";"cd.[6926]";0,985185205936432
"792";"cd.[6506]";"cd.[6952]";0,928253968556722
"793";"cd.[7201]";"cd.[8536]";1
"794";"cd.[109296]";"cd.[109299]";0,898432771364848
"795";"cd.[6102]";"cd.[9115]";1
"796";"cd.[7525]";"cd.[8995]";0,92083332935969
"797";"cd.[9333]";"cd.[9450]";1
"798";"cd.[6771]";"cd.[8507]";1
"799";"cd.[8609]";"cd.[9130]";1
"800";"cd.[4843]";"cd.[8794]";0,977777779102325
"801";"cd.[7346]";"cd.[7719]";1
"802";"cd.[4851]";"cd.[7708]";1
"803";"cd.[10119]";"cd.[7664]";0,960912704467773
"804";"cd.[1884]";"cd.[9542]";0,947337965170542
"805";"cd.[6272]";"cd.[7460]";1
"806";"cd.[8043]";"cd.[8234]";1
"807";"cd.[11150]";"cd.[8901]";1
"808";"cd.[9421]";"cd.[9489]";0,98333332935969
"809";"cd.[9327]";"cd.[9412]";1
"810";"cd.[6740]";"cd.[9193]";0,991666674613953
"811";"cd.[10000]";"cd.[8664]";0,942129631837209
"812";"cd.[7361]";"cd.[7750]";1
"813";"cd.[8265]";"cd.[9149]";1
"814";"cd.[6992]";"cd.[7802]";0,905555566151937
"815";"cd.[8311]";"cd.[8312]";1
"816";"cd.[8344]";"cd.[9229]";0,98888889948527
"817";"cd.[8364]";"cd.[8526]";0,988095233837763
"818";"cd.[2823]";"cd.[4684]";0,945906430482864
"819";"cd.[6919]";"cd.[8060]";0,966666658719381
"820";"cd.[3539]";"cd.[4190]";0,989583333333333
"821";"cd.[4348]";"cd.[7170]";0,912681152423223
"822";"cd.[8668]";"cd.[8843]";1
"823";"cd.[3356]";"cd.[6955]";1
"824";"cd.[3792]";"cd.[8891]";0,911111116409302
"825";"cd.[4145]";"cd.[4886]";0,990476191043854
"826";"cd.[4184]";"cd.[6950]";0,931481490532557
"827";"cd.[3529]";"cd.[4114]";0,992063492536545
"828";"cd.[3383]";"cd.[6969]";0,938492069641749
"829";"cd.[2406]";"cd.[7291]";1
"830";"cd.[1818]";"cd.[7075]";0,876388887564341
"831";"cd.[4292]";"cd.[8795]";1
"832";"cd.[2577]";"cd.[2581]";0,988888889551163
"833";"cd.[4481]";"cd.[6716]";1
"834";"cd.[2771]";"cd.[5458]";0,993055552244186
"835";"cd.[100170]";"cd.[100358]";0,966666668653488
"836";"cd.[100198]";"cd.[106489]";1
"837";"cd.[10253]";"cd.[10368]";1
"838";"cd.[4108]";"cd.[7977]";0,974074065685272
"839";"cd.[9713]";"cd.[9738]";1
"840";"cd.[11455]";"cd.[5289]";0,909502267837524
"841";"cd.[10061]";"cd.[3517]";0,990740736325582
"842";"cd.[7134]";"cd.[9695]";1
"843";"cd.[5542]";"cd.[6695]";0,930555572112401
"844";"cd.[5394]";"cd.[5418]";1
"845";"cd.[4613]";"cd.[6116]";0,976086954275767
"846";"cd.[8778]";"cd.[9060]";1
"847";"cd.[2619]";"cd.[6174]";0,979166666666667
"848";"cd.[10107]";"cd.[7341]";1
"849";"cd.[2188]";"cd.[8063]";0,986666659514109
"850";"cd.[7404]";"cd.[7405]";1
"851";"cd.[2317]";"cd.[4988]";0,951515148083369
"852";"cd.[2957]";"cd.[3106]";1
"853";"cd.[9588]";"cd.[9811]";0,979166666666667
"854";"cd.[4709]";"cd.[4710]";0,884722222884496
"855";"cd.[7344]";"cd.[8291]";0,944078942139943
"856";"cd.[6547]";"cd.[6741]";0,954761902491252
"857";"cd.[4975]";"cd.[5889]";0,916666656732559
"858";"cd.[5577]";"cd.[8990]";0,96875
"859";"cd.[3475]";"cd.[8592]";0,944444447755814
"860";"cd.[8224]";"cd.[8754]";1
"861";"cd.[4124]";"cd.[7722]";1
"862";"cd.[4124]";"cd.[6737]";1
"863";"cd.[6737]";"cd.[7722]";1
"864";"cd.[106803]";"cd.[107918]";1
"865";"cd.[4179]";"cd.[4732]";0,900000005960464
"866";"cd.[4179]";"cd.[4911]";0,900000005960464
"867";"cd.[4732]";"cd.[4911]";1
"868";"cd.[6811]";"cd.[7429]";0,95652174949646
"869";"cd.[6339]";"cd.[7517]";1
"870";"cd.[7852]";"cd.[8029]";1
"871";"cd.[10383]";"cd.[7852]";1
"872";"cd.[10230]";"cd.[7852]";0,933333337306976
"873";"cd.[6858]";"cd.[7852]";0,933333337306976
"874";"cd.[10383]";"cd.[8029]";1
"875";"cd.[10230]";"cd.[8029]";0,933333337306976
"876";"cd.[6858]";"cd.[8029]";0,933333337306976
"877";"cd.[10230]";"cd.[10383]";0,933333337306976
"878";"cd.[10383]";"cd.[6858]";0,933333337306976
"879";"cd.[10230]";"cd.[6858]";1
"880";"cd.[10064]";"cd.[2819]";1
"881";"cd.[4291]";"cd.[4905]";1
"882";"cd.[6722]";"cd.[7707]";1
"883";"cd.[3722]";"cd.[8453]";1
"884";"cd.[6719]";"cd.[8453]";1
"885";"cd.[3722]";"cd.[6719]";1
"886";"cd.[6413]";"cd.[7975]";1
"887";"cd.[6562]";"cd.[8870]";1
"888";"cd.[7606]";"cd.[8538]";1
"889";"cd.[7671]";"cd.[8759]";1
"890";"cd.[5360]";"cd.[8430]";0,923076927661896
"891";"cd.[9348]";"cd.[9485]";1
"892";"cd.[5477]";"cd.[9076]";0,966666668653488
"893";"cd.[5477]";"cd.[8368]";0,933333337306976
"894";"cd.[8368]";"cd.[9076]";0,966666668653488
"895";"cd.[5664]";"cd.[8717]";1
"896";"cd.[8370]";"cd.[9876]";0,966666668653488
"897";"cd.[4419]";"cd.[7644]";0,96875
"898";"cd.[102361]";"cd.[103634]";0,951612889766693
"899";"cd.[11531]";"cd.[3134]";1
"900";"cd.[3134]";"cd.[6210]";1
"901";"cd.[11531]";"cd.[6210]";1
"902";"cd.[5731]";"cd.[8779]";1
"903";"cd.[7123]";"cd.[9038]";0,921052634716034
"904";"cd.[7980]";"cd.[9790]";0,96875
"905";"cd.[7604]";"cd.[9790]";0,928571432828903
"906";"cd.[7604]";"cd.[7980]";0,952380955219269
"907";"cd.[7161]";"cd.[8131]";1
"908";"cd.[2813]";"cd.[3155]";0,976190477609634
"909";"cd.[7061]";"cd.[7469]";1
"910";"cd.[5835]";"cd.[9278]";1
"911";"cd.[5921]";"cd.[8423]";1
"912";"cd.[5988]";"cd.[8859]";1
"913";"cd.[6358]";"cd.[9694]";0,961538463830948
"914";"cd.[5780]";"cd.[5782]";1
"915";"cd.[5010]";"cd.[5205]";0,921052634716034
"916";"cd.[7094]";"cd.[9189]";1
"917";"cd.[2139]";"cd.[3296]";0,916666656732559
"918";"cd.[2440]";"cd.[5443]";1
"919";"cd.[2781]";"cd.[9669]";1
"920";"cd.[4508]";"cd.[9662]";1
"921";"cd.[105016]";"cd.[107434]";1
"922";"cd.[8114]";"cd.[8659]";1
"923";"cd.[4297]";"cd.[4306]";1
"924";"cd.[4297]";"cd.[8636]";1
"925";"cd.[4306]";"cd.[8636]";1
"926";"cd.[2807]";"cd.[7064]";1
"927";"cd.[6316]";"cd.[7311]";1
"928";"cd.[7363]";"cd.[8118]";0,954545438289642
"929";"cd.[6922]";"cd.[9161]";0,900000005960464
"930";"cd.[8890]";"cd.[9063]";0,971428573131561
"931";"cd.[6802]";"cd.[8890]";0,971428573131561
"932";"cd.[6802]";"cd.[9063]";1
"933";"cd.[9614]";"cd.[9678]";1
"934";"cd.[3159]";"cd.[9969]";0,989583343267441
"935";"cd.[3678]";"cd.[4266]";1
"936";"cd.[4266]";"cd.[6690]";1
"937";"cd.[3678]";"cd.[6690]";1
"938";"cd.[8919]";"cd.[9083]";1
"939";"cd.[7859]";"cd.[9798]";0,961538463830948
"940";"cd.[6354]";"cd.[8424]";0,966666668653488
"941";"cd.[7037]";"cd.[7237]";0,955882340669632
"942";"cd.[3670]";"cd.[4441]";0,93478262424469
"943";"cd.[4441]";"cd.[7515]";1
"944";"cd.[4441]";"cd.[7769]";1
"945";"cd.[3670]";"cd.[7515]";0,93478262424469
"946";"cd.[3670]";"cd.[7769]";0,93478262424469
"947";"cd.[7515]";"cd.[7769]";1
"948";"cd.[11530]";"cd.[5099]";1
"949";"cd.[8274]";"cd.[8805]";1
"950";"cd.[6382]";"cd.[8494]";1
"951";"cd.[8260]";"cd.[8445]";0,90625
"952";"cd.[109053]";"cd.[109245]";1
"953";"cd.[6944]";"cd.[7731]";0,900000005960464
"954";"cd.[7731]";"cd.[9868]";0,900000005960464
"955";"cd.[6944]";"cd.[9868]";0,96428570151329
"956";"cd.[10361]";"cd.[5426]";1
"957";"cd.[10361]";"cd.[7869]";1
"958";"cd.[5426]";"cd.[7869]";1
"959";"cd.[5324]";"cd.[7847]";1
"960";"cd.[10301]";"cd.[6246]";0,928571432828903
"961";"cd.[4178]";"cd.[7199]";1
"962";"cd.[5238]";"cd.[8297]";0,942307680845261
"963";"cd.[6663]";"cd.[6665]";0,954545438289642
"964";"cd.[3395]";"cd.[5122]";1
"965";"cd.[6756]";"cd.[8537]";0,96428570151329
"966";"cd.[4895]";"cd.[9209]";0,928571432828903
"967";"cd.[10652]";"cd.[9640]";1
"968";"cd.[7192]";"cd.[7778]";1
"969";"cd.[5912]";"cd.[8949]";1
"970";"cd.[109532]";"cd.[109725]";0,944444447755814
"971";"cd.[7918]";"cd.[9172]";1
"972";"cd.[10449]";"cd.[6162]";1
"973";"cd.[2571]";"cd.[9019]";1
"974";"cd.[3931]";"cd.[5754]";1
"975";"cd.[6568]";"cd.[9557]";1
"976";"cd.[3757]";"cd.[6377]";0,900000005960464
"977";"cd.[4384]";"cd.[5657]";1
"978";"cd.[2427]";"cd.[8640]";0,96875
"979";"cd.[7622]";"cd.[8349]";0,911764711141586
"980";"cd.[2252]";"cd.[4733]";1
"981";"cd.[7008]";"cd.[8831]";1
"982";"cd.[4586]";"cd.[7633]";0,954545438289642
"983";"cd.[10240]";"cd.[7367]";0,966666668653488
"984";"cd.[3192]";"cd.[7923]";0,949999988079071
"985";"cd.[4395]";"cd.[8725]";0,944444447755814
"986";"cd.[6948]";"cd.[7365]";0,952380955219269
"987";"cd.[10312]";"cd.[9807]";1
"988";"cd.[7350]";"cd.[8473]";1
"989";"cd.[11423]";"cd.[11538]";0,979999989271164
"990";"cd.[7288]";"cd.[7483]";1
"991";"cd.[10938]";"cd.[11125]";1
"992";"cd.[6925]";"cd.[6926]";1
"993";"cd.[7201]";"cd.[8536]";1
"994";"cd.[109296]";"cd.[109299]";0,924528300762177
"995";"cd.[6102]";"cd.[9115]";1
"996";"cd.[9333]";"cd.[9450]";1
"997";"cd.[6771]";"cd.[8507]";1
"998";"cd.[8609]";"cd.[9130]";1
"999";"cd.[4843]";"cd.[8794]";0,933333337306976
"1000";"cd.[7346]";"cd.[7719]";1
"1001";"cd.[4851]";"cd.[7708]";1
"1002";"cd.[10119]";"cd.[7664]";0,9375
"1003";"cd.[10320]";"cd.[7581]";0,933333337306976
"1004";"cd.[6272]";"cd.[7460]";1
"1005";"cd.[8043]";"cd.[8234]";1
"1006";"cd.[11150]";"cd.[8901]";1
"1007";"cd.[9421]";"cd.[9489]";0,949999988079071
"1008";"cd.[9327]";"cd.[9412]";1
"1009";"cd.[6740]";"cd.[9193]";1
"1010";"cd.[7361]";"cd.[7750]";1
"1011";"cd.[8265]";"cd.[9149]";1
"1012";"cd.[8311]";"cd.[8312]";1
"1013";"cd.[8344]";"cd.[9229]";1
"1014";"cd.[8364]";"cd.[8526]";0,96428570151329
"1015";"cd.[2823]";"cd.[4684]";0,916666656732559
"1016";"cd.[6919]";"cd.[8060]";1
"1017";"cd.[3539]";"cd.[4190]";0,96875
"1018";"cd.[4348]";"cd.[7170]";0,913043469190598
"1019";"cd.[8668]";"cd.[8843]";1
"1020";"cd.[3356]";"cd.[6955]";1
"1021";"cd.[3792]";"cd.[8891]";0,900000005960464
"1022";"cd.[4145]";"cd.[4886]";1
"1023";"cd.[103350]";"cd.[104042]";0,921052634716034
"1024";"cd.[3529]";"cd.[4114]";0,976190477609634
"1025";"cd.[3383]";"cd.[6969]";0,900000005960464
"1026";"cd.[2406]";"cd.[7291]";1
"1027";"cd.[4292]";"cd.[8795]";1
"1028";"cd.[2577]";"cd.[2581]";0,966666668653488
"1029";"cd.[4481]";"cd.[6716]";1
"1030";"cd.[2771]";"cd.[5458]";0,979166656732559
"1031";"cd.[100170]";"cd.[100358]";0,933333337306976
"1032";"cd.[100198]";"cd.[106489]";1
"1033";"cd.[5204]";"cd.[7514]";1
"1034";"cd.[10253]";"cd.[10368]";1
"1035";"cd.[11006]";"cd.[11008]";1
"1036";"cd.[4108]";"cd.[7977]";1
"1037";"cd.[9713]";"cd.[9738]";1
"1038";"cd.[10061]";"cd.[3517]";0,972222208976746
"1039";"cd.[7134]";"cd.[9695]";1
"1040";"cd.[10785]";"cd.[10833]";0,949999988079071
"1041";"cd.[5542]";"cd.[6695]";0,958333343267441
"1042";"cd.[5394]";"cd.[5418]";1
"1043";"cd.[4613]";"cd.[6116]";0,97826087474823
"1044";"cd.[8778]";"cd.[9060]";1
"1045";"cd.[2890]";"cd.[2891]";1
"1046";"cd.[2619]";"cd.[6174]";0,9375
"1047";"cd.[10107]";"cd.[7341]";1
"1048";"cd.[2188]";"cd.[8063]";1
"1049";"cd.[2026]";"cd.[4601]";1
"1050";"cd.[7404]";"cd.[7405]";1
"1051";"cd.[2317]";"cd.[4988]";0,900000005960464
"1052";"cd.[2957]";"cd.[3106]";1
"1053";"cd.[9588]";"cd.[9811]";0,9375
"1054";"cd.[6547]";"cd.[6741]";0,900000005960464
"1055";"cd.[4975]";"cd.[5889]";0,95833332836628
"1056";"cd.[5577]";"cd.[8990]";0,984375
"1057";"cd.[3475]";"cd.[8592]";0,972222223877907
"1058";"cd.[8224]";"cd.[8754]";1
"1059";"cd.[4124]";"cd.[7722]";1
"1060";"cd.[4124]";"cd.[6737]";1
